"","SRR6145425","SRR6145429","SRR6145431","SRR6145433","SRR6145436","SRR6145443"
"ENSG00000224541.1",1011,394,817,769,352,1160
"ENSG00000206802.1",75,0,0,0,0,65
"ENSG00000273492.5",3956,3910,3413,3213,2900,3719
"ENSG00000229025.1",0,0,0,393,0,175
"ENSG00000273115.1",0,0,0,0,93,224
"ENSG00000232692.1",771,336,185,877,687,1149
"ENSG00000197934.8",4290,1796,2239,2947,3471,4638
"ENSG00000166265.11",7504,3592,4417,4537,14127,7073
"ENSG00000154734.14",140560,111534,73029,71249,48448,120458
"ENSG00000223563.1",84,122,74,87,0,0
"ENSG00000266133.1",0,0,0,0,27,0
"ENSG00000154736.5",4504,2557,3165,1984,2816,3254
"ENSG00000215326.3",0,101,0,75,0,0
"ENSG00000233300.1",74,0,0,75,73,149
"ENSG00000236332.1",0,75,0,0,66,0
"ENSG00000217026.3",148,74,371,127,415,0
"ENSG00000231236.2",0,150,0,0,110,0
"ENSG00000219592.2",0,0,0,0,0,0
"ENSG00000234052.1",75,0,126,0,0,0
"ENSG00000225298.5",60,27,79,107,0,0
"ENSG00000234083.1",0,74,173,0,104,75
"ENSG00000178457.3",0,0,0,147,0,0
"ENSG00000232079.6",197,303,140,631,221,150
"ENSG00000236532.5",408,345,232,402,295,719
"ENSG00000226935.6",543,150,164,369,1,293
"ENSG00000232855.6",4378,1672,1408,2947,2698,4150
"ENSG00000283300.1",38,10,49,40,0,48
"ENSG00000156239.11",26707,10818,19922,16603,22483,23552
"ENSG00000215005.2",0,0,0,0,0,0
"ENSG00000215317.2",74,150,0,75,75,221
"ENSG00000198862.13",71377,45385,55532,50503,41045,53025
"ENSG00000176054.6",413,1030,1039,1154,728,1276
"ENSG00000156253.6",9360,9930,7192,6548,4531,4757
"ENSG00000273254.1",1418,1032,936,960,957,962
"ENSG00000156256.14",34161,29167,37090,28378,33640,31384
"ENSG00000231125.2",385,237,165,347,1203,379
"ENSG00000156261.12",65148,66587,37312,51431,34599,49439
"ENSG00000232687.1",222,288,75,75,300,150
"ENSG00000201984.1",0,0,0,0,54,0
"ENSG00000156265.15",2189,2329,1591,1408,2690,2209
"ENSG00000212479.2",0,0,0,0,0,0
"ENSG00000224649.1",0,0,0,0,0,0
"ENSG00000236056.1",0,222,0,147,223,0
"ENSG00000215533.8",0,149,74,150,105,137
"ENSG00000273017.1",0,3,167,150,73,35
"ENSG00000248476.1",667,701,1013,1244,579,1061
"ENSG00000228817.4",244,575,294,939,668,1054
"ENSG00000232118.2",74,372,310,680,102,542
"ENSG00000234293.1",0,142,102,160,0,40
"ENSG00000156273.15",48069,42916,52682,52166,44952,47776
"ENSG00000273464.1",209,149,0,219,75,224
"ENSG00000174680.9",951,867,1705,972,1560,1346
"ENSG00000171189.17",20807,30741,23658,28563,13578,26582
"ENSG00000259981.1",0,0,0,0,0,0
"ENSG00000156282.4",0,0,0,0,0,0
"ENSG00000227342.1",0,0,0,0,0,0
"ENSG00000156284.5",0,0,0,0,0,0
"ENSG00000225267.1",591,740,665,298,522,741
"ENSG00000188694.5",0,0,0,0,0,0
"ENSG00000232263.1",0,0,0,0,0,0
"ENSG00000197683.4",0,0,0,0,0,0
"ENSG00000206107.2",0,0,0,0,0,0
"ENSG00000186980.6",0,0,0,0,0,0
"ENSG00000250973.1",0,0,0,0,0,0
"ENSG00000182816.8",0,0,0,0,0,0
"ENSG00000265007.1",0,0,0,0,0,0
"ENSG00000198390.4",0,0,0,0,0,0
"ENSG00000240432.3",0,0,0,0,0,0
"ENSG00000186971.3",0,0,0,0,0,0
"ENSG00000233640.2",0,0,0,0,0,0
"ENSG00000186970.4",0,0,0,0,0,0
"ENSG00000184351.7",0,0,0,0,0,0
"ENSG00000186965.4",0,0,0,0,0,0
"ENSG00000244025.4",0,0,0,0,0,0
"ENSG00000186967.6",0,0,0,0,0,0
"ENSG00000186977.2",0,0,0,0,0,0
"ENSG00000237841.1",0,0,0,0,0,0
"ENSG00000235312.1",0,0,0,0,0,0
"ENSG00000218125.1",0,0,0,0,0,0
"ENSG00000236612.1",0,0,0,0,0,0
"ENSG00000186925.6",0,0,0,0,0,0
"ENSG00000244362.3",0,0,0,0,0,13
"ENSG00000206106.2",0,0,0,0,0,0
"ENSG00000212938.3",0,71,74,0,0,0
"ENSG00000186930.4",0,0,0,0,0,0
"ENSG00000186924.3",0,0,0,0,75,0
"ENSG00000184724.5",0,74,0,0,0,0
"ENSG00000244624.3",0,0,0,0,0,0
"ENSG00000206105.2",0,0,0,0,0,0
"ENSG00000184032.2",0,0,0,0,0,0
"ENSG00000206104.2",0,0,0,0,0,0
"ENSG00000231068.1",0,0,0,0,0,0
"ENSG00000236400.1",0,0,0,0,0,0
"ENSG00000187026.2",0,0,0,0,0,0
"ENSG00000187005.4",0,75,0,0,0,0
"ENSG00000238257.1",0,0,0,0,0,0
"ENSG00000233036.1",0,0,0,0,0,0
"ENSG00000227840.1",0,0,64,0,0,0
"ENSG00000183640.5",0,0,0,0,0,0
"ENSG00000274749.1",0,0,75,56,0,0
"ENSG00000182591.5",75,222,73,74,0,0
"ENSG00000206102.2",0,72,71,0,0,0
"ENSG00000228941.1",973,840,1205,754,811,890
"ENSG00000237325.3",857,708,371,657,821,1132
"ENSG00000156299.13",132377,192041,135232,152992,94616,148832
"ENSG00000237594.2",600,722,346,147,176,667
"ENSG00000230870.2",3753,3294,3047,2033,1765,2247
"ENSG00000234509.1",1337,2016,1915,730,1491,1493
"ENSG00000238390.1",327,198,153,238,74,260
"ENSG00000273271.1",1597,441,517,797,895,1560
"ENSG00000142168.14",196671,213832,127372,140686,91784,142247
"ENSG00000229046.1",185,281,345,136,536,336
"ENSG00000156304.14",50284,55734,50043,50101,46053,59149
"ENSG00000273091.1",447,671,370,213,224,305
"ENSG00000234107.1",75,223,266,75,148,147
"ENSG00000237138.1",256,97,0,72,251,319
"ENSG00000142149.8",21166,25270,14119,16639,15014,22182
"ENSG00000230323.5",278,133,167,337,364,303
"ENSG00000261610.1",668,459,149,445,813,965
"ENSG00000159055.3",4012,5043,3798,3829,2951,4588
"ENSG00000227256.1",657,332,693,375,392,486
"ENSG00000232623.1",299,744,584,867,1096,782
"ENSG00000170262.12",3170,4125,3160,3667,4562,3882
"ENSG00000200792.1",3916,1416,4249,4371,2677,3536
"ENSG00000142207.6",72372,137558,87540,93945,71810,107470
"ENSG00000256073.3",1712,4010,2537,2073,3977,1703
"ENSG00000229007.1",744,369,864,1491,864,1844
"ENSG00000166979.12",12943,24915,29001,13901,20968,19983
"ENSG00000252045.1",136,0,0,52,235,0
"ENSG00000252950.1",570,67,0,497,197,206
"ENSG00000186842.4",7656,4940,3766,6413,9838,11028
"ENSG00000242220.6",17302,11219,8981,12848,22605,21664
"ENSG00000265590.9",15801,19236,17324,17411,16726,23646
"ENSG00000159079.18",21435,27545,22962,23346,21582,32241
"ENSG00000228433.1",0,0,0,0,0,0
"ENSG00000238220.1",0,0,0,0,74,0
"ENSG00000159082.17",264521,301300,182860,222509,96960,184374
"ENSG00000238197.5",7867,10355,11725,7227,6650,9268
"ENSG00000159086.14",44797,34570,58430,43032,42432,46103
"ENSG00000279690.1",387,216,933,622,975,994
"ENSG00000205929.10",1133,766,3004,1819,2299,2526
"ENSG00000224427.1",205,75,370,75,49,75
"ENSG00000207098.1",57,150,33,0,0,75
"ENSG00000232360.1",214,102,170,75,530,432
"ENSG00000205930.8",2571,2069,5760,3414,4056,2744
"ENSG00000228961.1",73,234,163,75,63,0
"ENSG00000205927.4",78554,47683,73297,36231,52460,46801
"ENSG00000232539.1",675,58,568,54,257,455
"ENSG00000227757.3",16767,11895,19156,7096,9747,6764
"ENSG00000184221.12",233942,128089,236900,102002,173144,99408
"ENSG00000226527.1",150,225,297,0,0,75
"ENSG00000226433.1",0,0,0,0,0,0
"ENSG00000229086.4",0,0,0,0,0,0
"ENSG00000159110.19",25637,27241,27025,24716,27062,29483
"ENSG00000223799.1",11185,12216,10569,10716,12353,11070
"ENSG00000249624.8",4570,5090,5198,5119,7610,8577
"ENSG00000243646.9",7430,8562,8394,8978,15167,12479
"ENSG00000226501.2",169,138,164,224,254,175
"ENSG00000142166.12",118954,94681,91576,80283,101085,100774
"ENSG00000159128.14",42503,38969,29253,33348,29936,35983
"ENSG00000142188.16",41253,28942,32408,28655,38228,35501
"ENSG00000215088.3",42,147,75,44,359,292
"ENSG00000231355.1",515,99,150,209,599,334
"ENSG00000177692.11",4497,3744,3281,3704,5096,3538
"ENSG00000233956.1",148,75,0,146,149,116
"ENSG00000159131.16",31288,30225,29100,29596,24915,32264
"ENSG00000284448.1",5531,4972,5026,4210,4500,4124
"ENSG00000159140.19",439882,445680,408918,363708,369278,409993
"ENSG00000159147.17",23493,19139,22897,21409,21337,24489
"ENSG00000205758.11",26993,31289,35517,22934,28195,26026
"ENSG00000205726.14",354527,361731,297094,310822,347960,356075
"ENSG00000241837.6",49581,59377,56114,50259,37612,49597
"ENSG00000244294.3",196,191,194,207,72,368
"ENSG00000249209.2",26480,34524,32499,30581,20543,26834
"ENSG00000273102.1",95,0,25,0,75,0
"ENSG00000237945.7",3968,3788,2960,3926,2466,3162
"ENSG00000198743.6",151848,63067,50714,189231,163191,149825
"ENSG00000224598.1",782,1993,291,1777,741,2268
"ENSG00000243927.5",29686,19527,14931,46495,30091,32019
"ENSG00000227456.7",981,1672,665,3168,3553,2189
"ENSG00000214955.5",75,696,151,907,313,738
"ENSG00000272657.1",8755,9956,6272,19615,10267,12153
"ENSG00000159197.3",496,868,362,272,149,336
"ENSG00000225555.1",0,242,123,44,246,66
"ENSG00000222018.1",367,371,75,220,149,149
"ENSG00000205670.10",5361,4358,4206,5195,3605,6997
"ENSG00000273104.1",99,150,15,404,5,499
"ENSG00000243627.4",622,1014,436,831,542,941
"ENSG00000272958.1",149,0,75,198,88,149
"ENSG00000221398.1",0,0,0,0,0,0
"ENSG00000180509.11",596,2634,848,1021,1426,1472
"ENSG00000159200.17",63876,51578,53549,47174,39022,42121
"ENSG00000159212.12",417,745,225,150,1725,1186
"ENSG00000230978.1",0,0,0,0,0,0
"ENSG00000234380.1",0,75,75,54,150,225
"ENSG00000234703.1",0,0,0,0,75,0
"ENSG00000223671.2",61,0,0,0,0,0
"ENSG00000231300.1",0,146,0,75,74,0
"ENSG00000211590.1",0,0,0,0,0,4
"ENSG00000229761.1",21,0,0,0,75,0
"ENSG00000230794.1",0,0,0,0,0,75
"ENSG00000234008.5",0,145,0,73,75,0
"ENSG00000159216.18",10851,23166,19384,30666,12694,24248
"ENSG00000231106.2",150,75,0,75,74,198
"ENSG00000214914.3",366,92,287,73,852,375
"ENSG00000189089.5",3224,3626,4902,3383,3853,4760
"ENSG00000236677.1",0,120,63,159,17,20
"ENSG00000200213.1",0,42,0,0,0,0
"ENSG00000159228.12",79274,92253,72858,54525,43358,69238
"ENSG00000185917.13",16013,22180,17151,21661,16536,25668
"ENSG00000236119.1",0,0,0,0,0,0
"ENSG00000233393.1",4765,2765,2607,3256,4010,2839
"ENSG00000230212.6",28958,33556,24421,21144,19001,26142
"ENSG00000226054.2",6679,4781,7173,5274,7520,4860
"ENSG00000214889.3",769,2434,2404,668,1163,1637
"ENSG00000159231.5",5033,10394,6980,4177,6530,4355
"ENSG00000228149.1",789,414,1412,1370,1820,1496
"ENSG00000236830.6",6296,12279,8974,5902,10475,8077
"ENSG00000142197.12",50942,92174,56027,57269,44195,60026
"ENSG00000214867.3",169,216,225,232,626,147
"ENSG00000273199.1",1461,414,467,1311,1311,1163
"ENSG00000228107.1",1511,1407,1613,1621,1171,3641
"ENSG00000159256.12",59731,44075,59999,48258,51624,54868
"ENSG00000224421.1",0,0,50,21,188,32
"ENSG00000159259.7",7096,13420,7590,8890,5527,7668
"ENSG00000230479.1",225,297,73,300,708,242
"ENSG00000223741.1",160,150,225,219,424,220
"ENSG00000279365.1",160,225,300,219,467,367
"ENSG00000233818.1",149,75,0,74,148,444
"ENSG00000159261.10",74,0,195,224,371,532
"ENSG00000231324.1",75,75,149,6,0,0
"ENSG00000224269.1",0,0,0,95,0,0
"ENSG00000159263.15",2772,4462,3163,3431,5252,2896
"ENSG00000237646.1",756,442,553,514,741,1042
"ENSG00000199806.1",106,0,132,84,149,241
"ENSG00000270652.1",48,74,0,73,7,62
"ENSG00000224790.2",1122,943,363,1549,2148,1610
"ENSG00000207416.1",0,0,30,0,0,18
"ENSG00000159267.14",40453,37789,39556,32635,35499,37490
"ENSG00000215734.3",0,75,74,67,75,0
"ENSG00000183145.8",0,126,75,120,93,0
"ENSG00000212136.1",0,33,0,121,85,0
"ENSG00000185808.13",19541,10732,14065,13741,14608,16740
"ENSG00000270116.1",2186,2334,1179,2028,1158,2329
"ENSG00000228677.1",10742,15519,9363,10930,8062,10954
"ENSG00000182670.13",509151,554247,438277,480707,372448,441669
"ENSG00000263969.2",7893,6099,9595,6316,10016,5315
"ENSG00000230366.9",1338,1787,1135,1840,1782,1706
"ENSG00000242553.1",1203,883,736,1127,2046,1192
"ENSG00000157538.13",34819,40619,33638,40683,41430,40899
"ENSG00000272948.2",886,374,594,506,866,522
"ENSG00000273210.1",224,579,451,567,451,546
"ENSG00000157540.19",155808,172704,119840,144372,124522,152398
"ENSG00000233213.1",119,0,74,122,74,488
"ENSG00000157542.9",178462,113537,70063,135048,88548,129583
"ENSG00000223608.1",0,0,0,0,0,0
"ENSG00000184029.9",0,0,0,0,0,0
"ENSG00000198054.11",0,0,0,0,0,0
"ENSG00000270835.2",0,0,0,0,0,0
"ENSG00000233316.4",0,0,0,0,0,0
"ENSG00000226012.1",0,0,0,0,36,0
"ENSG00000231123.1",0,73,268,0,0,0
"ENSG00000157551.17",438,74,503,350,2301,179
"ENSG00000231231.5",0,0,0,0,0,0
"ENSG00000231480.1",0,0,32,0,0,0
"ENSG00000157554.18",6416,9955,9754,4647,12058,8691
"ENSG00000223806.7",68,0,73,0,75,0
"ENSG00000157557.11",187560,206652,156039,130289,122530,118647
"ENSG00000229986.1",55,53,0,68,0,0
"ENSG00000272015.1",0,0,0,0,55,0
"ENSG00000227721.1",0,38,0,0,71,70
"ENSG00000229925.1",0,0,0,22,137,16
"ENSG00000205622.9",1615,1261,838,1364,1591,745
"ENSG00000232837.1",1232,1113,371,1025,811,954
"ENSG00000235888.1",2143,2357,1446,3198,2792,2663
"ENSG00000237721.1",1242,1393,769,1242,2062,1854
"ENSG00000237609.1",872,236,348,494,594,899
"ENSG00000228861.5",312,465,334,581,149,725
"ENSG00000276873.1",268,338,209,137,191,120
"ENSG00000235701.1",1780,2007,821,2121,1695,1394
"ENSG00000183527.11",10004,13377,8602,13022,7853,10109
"ENSG00000272991.1",1486,721,1199,1261,1012,1496
"ENSG00000232608.1",563,233,707,592,185,736
"ENSG00000237373.1",283,431,365,273,681,401
"ENSG00000229623.1",1019,1555,1062,1003,1563,1588
"ENSG00000255568.3",2183,1872,1139,1776,2650,1842
"ENSG00000185658.13",258176,201321,253770,202219,195253,234975
"ENSG00000238141.2",74,83,198,75,206,342
"ENSG00000252915.1",0,11,170,0,0,22
"ENSG00000205581.10",33176,30260,37593,23976,15636,35703
"ENSG00000227406.1",0,0,0,0,0,0
"ENSG00000182093.14",46115,38095,30501,31611,21933,38312
"ENSG00000157578.13",5753,3196,2469,1741,2578,5582
"ENSG00000275523.1",0,0,0,7,0,50
"ENSG00000235808.1",770,664,1117,658,751,1026
"ENSG00000228349.1",0,65,67,36,0,0
"ENSG00000185437.13",8216,8553,8352,8821,5512,5558
"ENSG00000235012.1",1682,2346,1811,1080,1678,1889
"ENSG00000184809.12",923,2221,1627,1577,2201,2055
"ENSG00000183778.17",12519,15481,7152,9567,8985,10495
"ENSG00000225330.1",209,451,158,338,222,279
"ENSG00000231713.2",150,657,150,516,150,347
"ENSG00000183067.5",1620,1612,956,1085,1261,1362
"ENSG00000183036.10",6466,11955,9368,6742,3256,6999
"ENSG00000263973.1",45,24,24,0,57,21
"ENSG00000235123.5",1857,1229,1335,593,1227,2482
"ENSG00000207147.1",416,185,646,423,616,314
"ENSG00000233756.5",3759,2018,3480,3380,3640,3988
"ENSG00000171587.14",105694,96527,109990,72849,87435,96517
"ENSG00000230859.1",0,0,0,0,0,0
"ENSG00000226496.2",223,297,149,441,1177,520
"ENSG00000263681.1",70,0,0,90,0,66
"ENSG00000224388.1",173,676,65,553,79,545
"ENSG00000280109.1",8229,6202,5216,8133,7626,21038
"ENSG00000225745.8",1153,1415,892,1441,1031,3610
"ENSG00000182240.15",21318,14251,7788,14817,16491,27898
"ENSG00000183844.16",135,44,72,147,74,116
"ENSG00000183486.12",3729,5986,7239,4922,6445,8839
"ENSG00000228318.3",3750,3946,5152,3313,3149,4202
"ENSG00000157601.13",37889,36052,51142,28540,30317,41697
"ENSG00000184012.11",75,0,0,149,73,0
"ENSG00000207503.1",0,0,0,0,0,0
"ENSG00000232806.1",0,0,0,0,0,0
"ENSG00000223400.1",0,0,0,0,0,0
"ENSG00000227702.1",0,75,0,0,0,0
"ENSG00000236384.7",0,0,0,0,0,0
"ENSG00000232401.1",0,0,0,0,0,0
"ENSG00000236883.1",74,0,0,0,118,0
"ENSG00000275166.1",0,0,0,0,0,0
"ENSG00000183421.11",743,149,0,0,223,150
"ENSG00000236545.1",140,468,121,295,627,171
"ENSG00000227698.1",212,388,445,511,370,604
"ENSG00000141956.13",20931,35533,25879,27565,24418,30123
"ENSG00000251778.1",0,59,0,0,31,0
"ENSG00000157617.16",59580,58482,47050,58481,80378,84074
"ENSG00000173276.13",39961,30553,32516,32318,35121,42074
"ENSG00000237232.7",733,1080,719,930,1708,1009
"ENSG00000184385.2",4234,2702,1735,3002,6670,3560
"ENSG00000177398.18",1190,1111,879,944,2308,1227
"ENSG00000223262.1",0,0,0,0,0,72
"ENSG00000160179.18",47677,69092,48431,51595,49653,64831
"ENSG00000160180.15",0,159,193,0,126,0
"ENSG00000160181.8",0,40,0,0,0,0
"ENSG00000160182.2",0,0,0,0,0,0
"ENSG00000160183.13",2306,2986,1092,2461,4880,4258
"ENSG00000252619.1",0,0,0,0,0,0
"ENSG00000160185.14",158,0,146,220,61,75
"ENSG00000160188.9",6883,9499,7581,6679,6336,7546
"ENSG00000239930.2",678,1508,983,828,996,616
"ENSG00000231867.1",0,0,0,46,0,0
"ENSG00000235772.1",410,1088,370,966,966,1032
"ENSG00000160190.13",14899,25074,13016,21800,24311,25219
"ENSG00000225431.1",75,0,0,31,0,0
"ENSG00000235023.1",295,347,447,369,372,521
"ENSG00000225731.1",1042,741,1029,784,1823,781
"ENSG00000160191.17",10543,12476,14116,11818,17423,10456
"ENSG00000283051.1",44,97,148,385,97,98
"ENSG00000233754.2",0,64,8,0,41,0
"ENSG00000225218.1",74,324,91,279,294,396
"ENSG00000160193.11",15418,13922,15358,15777,15344,17567
"ENSG00000160194.17",64386,51390,88768,48377,58166,60654
"ENSG00000233056.2",12237,5510,7236,9932,9890,15863
"ENSG00000264580.1",108,8,3,130,0,29
"ENSG00000224100.1",173,386,369,447,933,486
"ENSG00000160199.14",25937,22091,24873,20643,26355,25383
"ENSG00000160200.17",53328,66975,87354,77109,87609,69088
"ENSG00000160201.11",16609,23098,20557,19692,17797,20420
"ENSG00000232777.1",25,74,0,112,73,0
"ENSG00000236663.1",0,0,34,75,0,87
"ENSG00000228120.2",0,299,74,74,0,79
"ENSG00000160202.7",75,0,148,147,75,73
"ENSG00000237864.1",0,75,0,74,0,135
"ENSG00000237989.1",1517,1118,1375,1546,1085,2787
"ENSG00000225637.1",75,0,73,74,0,0
"ENSG00000142178.7",24838,33539,17164,13526,16000,29354
"ENSG00000188660.3",148,591,275,296,444,591
"ENSG00000223975.1",148,149,75,0,13,0
"ENSG00000185186.8",373,1083,628,869,848,947
"ENSG00000214326.2",0,0,0,75,149,45
"ENSG00000234289.5",1018,661,816,439,223,439
"ENSG00000278433.1",59,11,0,0,0,0
"ENSG00000160207.8",1465,2565,2782,1425,1288,1760
"ENSG00000160208.12",33818,39317,35023,35318,40089,43674
"ENSG00000281420.1",100,234,102,355,436,756
"ENSG00000160209.18",586817,812484,581542,494861,614658,624970
"ENSG00000160213.6",40047,30468,34599,30623,37817,38903
"ENSG00000234030.1",223,0,0,0,0,150
"ENSG00000160214.12",25717,50079,34952,34182,31980,37545
"ENSG00000215458.8",5888,9764,11463,5432,19990,11653
"ENSG00000226543.3",962,1178,1542,672,372,900
"ENSG00000199598.1",212,277,320,193,35,547
"ENSG00000160216.18",214277,257788,207639,166988,196360,204629
"ENSG00000252606.1",0,0,19,0,0,0
"ENSG00000213440.2",887,536,1045,742,721,821
"ENSG00000160218.12",115395,137640,108752,117031,90631,114068
"ENSG00000241945.7",31463,27835,32816,34962,19505,27808
"ENSG00000160221.16",48079,48023,44807,44381,39387,41921
"ENSG00000225331.1",486,1896,2915,822,648,1600
"ENSG00000237604.1",85,373,1148,316,225,74
"ENSG00000232124.1",0,594,862,299,74,52
"ENSG00000232698.1",0,0,0,0,0,0
"ENSG00000160223.16",15787,34903,48271,37104,12316,26460
"ENSG00000278158.1",215,300,569,208,216,482
"ENSG00000275799.1",150,11,699,226,247,489
"ENSG00000232010.1",75,28,368,411,88,228
"ENSG00000142182.8",0,283,355,358,379,397
"ENSG00000160224.16",513,1961,2226,1077,1557,2641
"ENSG00000141959.16",155767,318235,232691,192855,183083,234695
"ENSG00000241728.5",10619,14936,14578,10785,14886,12912
"ENSG00000184441.4",20340,26501,24922,19334,28097,26497
"ENSG00000160226.15",41393,65549,59385,46160,58361,56051
"ENSG00000232969.1",0,1,0,0,0,0
"ENSG00000260256.1",0,74,0,75,0,75
"ENSG00000230061.2",1704,1259,1146,2118,2474,3315
"ENSG00000266692.1",781,588,701,725,595,1010
"ENSG00000264452.1",1364,1068,766,867,506,1014
"ENSG00000142185.16",78908,120905,78724,98475,87869,127917
"ENSG00000229356.1",439,75,142,297,755,605
"ENSG00000160233.7",4216,2882,2449,3979,4293,4703
"ENSG00000224747.1",222,98,75,101,140,381
"ENSG00000223431.1",0,67,73,0,0,81
"ENSG00000227999.1",520,597,162,75,73,352
"ENSG00000274225.1",509,169,297,281,150,235
"ENSG00000228709.1",75,75,75,73,24,0
"ENSG00000277352.1",0,0,0,0,73,0
"ENSG00000235890.2",194,180,187,453,418,393
"ENSG00000182912.6",1428,822,298,513,741,326
"ENSG00000215455.4",75,0,0,0,0,0
"ENSG00000205445.3",144,0,0,51,222,75
"ENSG00000212935.1",75,0,0,75,79,0
"ENSG00000241123.1",73,13,0,0,0,0
"ENSG00000188155.11",0,75,0,0,0,0
"ENSG00000272804.3",0,74,0,150,0,0
"ENSG00000187766.1",0,0,0,0,0,75
"ENSG00000221837.5",0,0,0,0,0,0
"ENSG00000215454.6",0,0,0,0,0,150
"ENSG00000221859.2",0,0,0,0,75,0
"ENSG00000243489.4",0,0,0,0,0,0
"ENSG00000212933.1",0,0,0,0,0,0
"ENSG00000205439.10",0,0,0,0,0,0
"ENSG00000221864.4",0,0,0,0,0,0
"ENSG00000229880.1",1114,2219,1555,1269,743,1045
"ENSG00000187175.5",0,0,0,0,0,0
"ENSG00000276647.1",0,0,0,0,0,0
"ENSG00000189169.7",0,148,0,0,0,0
"ENSG00000236382.1",0,0,0,0,0,0
"ENSG00000175894.14",1170,219,281,663,953,836
"ENSG00000184787.18",69075,62327,66440,66761,68570,84488
"ENSG00000236519.1",354,626,715,641,633,692
"ENSG00000184900.15",61256,104670,53715,85480,36347,59333
"ENSG00000183255.11",139394,113419,125028,91857,165441,137996
"ENSG00000227039.6",1788,924,1135,901,1135,2519
"ENSG00000273027.1",518,1261,446,733,282,294
"ENSG00000160255.17",35691,47184,42528,48143,48210,86422
"ENSG00000272825.1",258,224,75,337,495,75
"ENSG00000183250.11",4775,12860,7453,6251,5044,2908
"ENSG00000160256.12",10450,13221,8435,9116,9446,11384
"ENSG00000276529.1",1551,1738,816,1705,2130,2152
"ENSG00000234880.1",0,443,73,0,148,198
"ENSG00000261706.1",75,149,0,0,0,0
"ENSG00000275874.1",0,67,150,0,0,0
"ENSG00000235374.2",1773,2550,2768,2486,3258,3030
"ENSG00000267857.2",148,224,359,598,721,950
"ENSG00000197381.15",88340,111103,58349,88846,85305,100519
"ENSG00000182586.8",1583,2263,1426,1676,2437,2709
"ENSG00000186866.16",17821,24454,20660,22507,18870,25202
"ENSG00000215447.7",15962,17700,12196,10777,10908,16483
"ENSG00000223768.1",9611,10648,8519,5496,6109,10243
"ENSG00000184274.3",521,1519,945,1062,1611,1507
"ENSG00000229382.1",0,0,0,0,0,0
"ENSG00000237664.1",148,0,0,41,0,0
"ENSG00000228930.1",0,0,0,0,0,0
"ENSG00000228355.1",0,75,0,0,0,0
"ENSG00000273796.1",97,521,294,149,475,254
"ENSG00000224574.1",219,338,62,158,414,656
"ENSG00000183535.9",784,965,1139,818,3650,3309
"ENSG00000275167.1",10,2,2,0,2,4
"ENSG00000182871.14",41799,85946,69411,34394,76182,103809
"ENSG00000173638.18",28770,53364,38418,30534,51631,53688
"ENSG00000233922.2",745,1115,481,1398,440,742
"ENSG00000275139.1",1251,1454,744,1088,2454,2381
"ENSG00000205424.1",673,740,597,810,1450,1610
"ENSG00000276633.1",226,444,373,595,795,1175
"ENSG00000280604.1",1615,2208,2511,2708,2311,2861
"ENSG00000183570.16",10664,19353,12689,9979,10714,12757
"ENSG00000274248.1",0,0,0,223,0,75
"ENSG00000142156.14",98000,103259,92142,116913,143081,169817
"ENSG00000224413.1",0,0,86,73,75,0
"ENSG00000228235.1",0,0,0,0,0,0
"ENSG00000226115.1",0,0,0,0,0,0
"ENSG00000233767.1",0,0,0,0,0,0
"ENSG00000227438.1",74,0,47,0,0,0
"ENSG00000142173.14",11797,11634,24618,17985,49428,30448
"ENSG00000237338.1",785,463,658,1212,2353,910
"ENSG00000160282.13",5668,6806,9962,7370,15190,10105
"ENSG00000160284.14",8708,23263,14028,19754,16894,11031
"ENSG00000228404.1",233,934,1489,584,481,1166
"ENSG00000223901.2",3489,4502,5250,7491,4978,5849
"ENSG00000160285.14",82100,127875,146846,173831,130078,151243
"ENSG00000228137.1",640,171,249,678,862,1232
"ENSG00000239415.1",4396,4545,5094,6615,4521,6260
"ENSG00000215424.9",31561,38715,35406,35834,33727,35148
"ENSG00000160294.10",131714,188591,175594,145487,133431,166886
"ENSG00000182362.13",2999,5063,7528,3620,4794,5700
"ENSG00000160298.17",5359,6115,5746,7419,7725,7846
"ENSG00000225043.1",792,672,968,1204,1564,1430
"ENSG00000160299.16",179805,310263,258828,303108,270661,241899
"ENSG00000223692.1",152,41,311,210,247,103
"ENSG00000202239.1",23,0,201,90,38,74
"ENSG00000160305.17",109452,112772,127510,94464,78508,127622
"ENSG00000160307.9",169529,103528,252912,50078,88467,103152
"ENSG00000230982.1",3337,1182,1727,2051,2050,3102
"ENSG00000160310.17",125414,145884,115525,108861,90266,113166
"ENSG00000212932.3",0,0,0,0,0,0
"ENSG00000277248.1",0,0,0,0,0,0
"ENSG00000283047.1",1745,973,1168,1549,1314,1168
"ENSG00000279973.2",0,0,0,0,0,0
"ENSG00000226444.2",0,0,0,0,0,0
"ENSG00000276871.1",0,0,0,48,0,0
"ENSG00000283023.1",491,587,517,915,671,850
"ENSG00000276138.1",0,0,0,0,0,0
"ENSG00000280341.1",149,375,147,428,297,75
"ENSG00000236235.1",0,0,102,0,55,0
"ENSG00000279442.1",149,0,218,0,0,75
"ENSG00000184624.4",75,0,0,10,0,75
"ENSG00000236097.1",0,0,0,0,0,0
"ENSG00000236831.1",0,0,0,0,0,0
"ENSG00000130538.4",0,72,0,0,0,0
"ENSG00000235759.1",0,75,225,75,0,217
"ENSG00000233408.1",0,0,0,0,0,0
