"","SRR6145425","SRR6145429","SRR6145431","SRR6145433","SRR6145436","SRR6145443"
"ENSG00000234152.1",139,225,375,224,215,75
"ENSG00000199767.1",0,116,0,29,52,150
"ENSG00000180803.3",845,409,559,729,1394,1580
"ENSG00000242381.3",373,586,515,298,563,594
"ENSG00000223158.1",116,135,61,0,133,149
"ENSG00000132932.16",179265,260977,139176,159427,89149,162890
"ENSG00000180730.4",522,1763,1321,2093,985,1657
"ENSG00000231983.1",0,0,0,0,0,0
"ENSG00000234706.1",148,0,0,0,75,176
"ENSG00000233963.2",113,0,66,108,166,78
"ENSG00000127870.16",60793,53897,39639,50745,39305,50631
"ENSG00000277368.1",305,1025,482,260,650,749
"ENSG00000271559.1",0,0,0,0,0,0
"ENSG00000227882.1",0,0,0,0,0,0
"ENSG00000278413.1",98,214,279,324,229,260
"ENSG00000132964.11",21174,21887,20180,19634,18000,22247
"ENSG00000234031.1",449,434,373,791,1189,725
"ENSG00000237001.6",815,876,1057,895,1483,1311
"ENSG00000132970.12",237645,252099,260226,200545,333034,201311
"ENSG00000132975.7",34042,24662,19499,22899,14862,26394
"ENSG00000230256.1",0,74,0,0,0,0
"ENSG00000223782.1",0,0,0,0,0,0
"ENSG00000283579.1",0,75,0,74,0,0
"ENSG00000218198.3",0,0,0,0,0,0
"ENSG00000278496.1",154,295,75,146,74,75
"ENSG00000232162.1",216,156,112,363,216,311
"ENSG00000152484.13",49761,35600,50117,39179,42199,35325
"ENSG00000230641.1",96,75,81,42,19,115
"ENSG00000234772.1",308,174,856,261,198,41
"ENSG00000275294.4",247,644,922,4,190,81
"ENSG00000207500.1",35,153,0,146,61,178
"ENSG00000207051.1",495,395,562,1275,1891,527
"ENSG00000122026.10",45625,38144,70929,30326,42893,34034
"ENSG00000122035.6",3026,1894,1089,2051,1405,1632
"ENSG00000252247.2",0,0,0,0,0,0
"ENSG00000229609.1",0,0,0,0,0,0
"ENSG00000201242.1",0,0,0,0,0,0
"ENSG00000122034.14",43827,39100,33296,39912,35342,38752
"ENSG00000122033.14",16886,14649,16815,14540,14378,15147
"ENSG00000252499.1",0,0,0,0,0,0
"ENSG00000139517.7",7997,10407,7084,9846,9767,12184
"ENSG00000273552.1",0,311,0,206,200,174
"ENSG00000226703.1",0,0,0,0,0,0
"ENSG00000186184.16",33499,44178,26581,28938,30648,31369
"ENSG00000169840.4",74,75,680,56,179,224
"ENSG00000207330.1",0,0,0,0,24,0
"ENSG00000247381.2",0,0,0,0,0,0
"ENSG00000139515.5",0,0,0,0,0,0
"ENSG00000180389.6",4298,4608,4346,4311,4585,3469
"ENSG00000260704.1",0,0,0,0,0,0
"ENSG00000165556.9",0,0,0,0,0,0
"ENSG00000183463.5",75,0,74,299,74,0
"ENSG00000242360.3",215,70,190,213,220,73
"ENSG00000271026.1",0,0,0,0,0,73
"ENSG00000122025.14",1569,5289,1288,2189,1097,2008
"ENSG00000235115.3",75,214,146,73,56,0
"ENSG00000261485.1",1339,1089,1639,974,1060,1445
"ENSG00000232587.1",2446,3460,3158,2619,2653,2877
"ENSG00000200840.1",0,150,296,201,34,184
"ENSG00000152520.13",41509,40550,44663,38814,46342,43738
"ENSG00000102755.11",131571,38356,74582,83061,138096,148746
"ENSG00000279393.1",299,300,374,149,150,520
"ENSG00000235472.1",3076,3261,2375,2402,2142,2622
"ENSG00000273964.1",9,0,0,0,0,0
"ENSG00000132963.7",29604,22729,23593,16358,17307,17812
"ENSG00000202237.1",83,0,0,0,0,74
"ENSG00000139508.14",12355,10833,12432,11003,14681,13754
"ENSG00000233588.1",10927,6294,7403,7369,5097,7892
"ENSG00000277227.1",0,0,0,0,136,194
"ENSG00000236339.1",0,0,0,75,75,0
"ENSG00000236758.5",1438,604,869,843,1221,1187
"ENSG00000223460.1",1350,1267,1247,665,770,1312
"ENSG00000270680.1",123,0,253,114,646,111
"ENSG00000179141.9",4457,3543,3653,3795,5615,6557
"ENSG00000132938.19",66589,59070,51260,60073,76053,101445
"ENSG00000139514.12",98521,129226,81727,107108,97178,100964
"ENSG00000122042.9",122999,83784,97482,86966,93972,95621
"ENSG00000278172.1",0,0,35,0,0,0
"ENSG00000236258.1",0,0,0,0,0,0
"ENSG00000224329.2",0,0,0,0,0,0
"ENSG00000224405.1",0,0,0,0,0,0
"ENSG00000122043.10",75,103,67,0,0,126
"ENSG00000266505.1",0,459,220,0,0,75
"ENSG00000224511.1",444,670,224,286,73,147
"ENSG00000232643.1",0,327,150,311,207,0
"ENSG00000232117.1",1188,3101,1751,1046,2086,1562
"ENSG00000279499.1",288,324,300,202,298,225
"ENSG00000252928.1",64,19,0,0,0,46
"ENSG00000215049.3",1895,2186,1411,1191,1977,1828
"ENSG00000102781.13",81865,62492,66036,54826,42082,53428
"ENSG00000236463.1",372,217,237,71,442,434
"ENSG00000279149.1",444,720,446,746,667,555
"ENSG00000238121.5",1468,1088,851,808,1032,1015
"ENSG00000225039.1",57,0,0,278,75,0
"ENSG00000236444.4",1344,1105,660,898,1178,1075
"ENSG00000232489.1",3597,1910,3957,2291,5136,6304
"ENSG00000213411.2",4121,1301,3316,1841,4092,5219
"ENSG00000224117.1",3287,638,1035,1167,2228,3055
"ENSG00000189403.14",95157,104010,113871,86402,75904,83460
"ENSG00000132952.11",26664,20350,17940,21498,18130,22259
"ENSG00000275788.1",0,95,0,87,0,0
"ENSG00000132965.9",4037,4015,9314,6678,8110,8181
"ENSG00000237879.1",943,505,522,502,290,298
"ENSG00000236094.1",75,0,150,0,0,0
"ENSG00000102802.9",525,187,540,670,1318,1410
"ENSG00000224743.6",325,75,784,75,86,199
"ENSG00000175664.9",720,149,1249,299,1018,461
"ENSG00000238185.1",0,75,0,7,241,0
"ENSG00000230403.1",58,0,0,0,44,0
"ENSG00000231894.2",0,0,0,0,0,0
"ENSG00000120694.19",512801,255124,142554,247690,176583,319037
"ENSG00000229427.1",669,700,1199,486,1036,778
"ENSG00000187676.7",23610,24842,20140,19411,11637,14716
"ENSG00000278305.1",0,0,0,0,0,0
"ENSG00000277319.1",0,0,0,50,0,0
"ENSG00000133105.7",75,391,0,56,0,138
"ENSG00000229715.4",4042,3759,3038,3306,5044,5379
"ENSG00000279314.1",454,494,297,705,873,819
"ENSG00000278732.1",223,74,75,73,75,128
"ENSG00000235822.1",87,51,0,87,28,193
"ENSG00000237637.1",3448,5857,3513,3099,2281,4269
"ENSG00000073910.19",232363,278098,165577,229506,146067,216560
"ENSG00000189167.11",0,75,0,11,0,0
"ENSG00000215515.2",0,193,0,335,148,118
"ENSG00000139618.14",1503,2518,1815,3455,2179,2922
"ENSG00000212293.1",441,127,464,113,374,625
"ENSG00000139597.17",28951,39106,30436,35486,31775,47085
"ENSG00000270008.1",8979,8075,6392,6301,7090,9112
"ENSG00000229800.1",5566,3390,3913,4789,5189,6216
"ENSG00000281026.1",25053,13418,24702,21890,21886,29425
"ENSG00000244754.8",170697,114442,182001,144369,155786,171548
"ENSG00000207325.1",9,102,75,213,102,358
"ENSG00000083642.18",146605,139967,106662,151849,92885,124949
"ENSG00000277151.1",4471,2169,1739,2735,2602,3687
"ENSG00000226968.1",75,70,0,0,0,75
"ENSG00000227604.3",363,0,0,0,75,0
"ENSG00000133116.7",4762,6797,5133,4766,2795,3010
"ENSG00000230300.1",1100,1322,2084,713,558,634
"ENSG00000236581.8",8557,5121,7177,5814,8367,7591
"ENSG00000227911.3",423,525,467,751,930,703
"ENSG00000277386.1",421,435,443,618,554,248
"ENSG00000133121.20",94697,89914,113854,74423,51204,71216
"ENSG00000234535.1",73,121,120,128,128,0
"ENSG00000232986.1",37,150,77,141,26,76
"ENSG00000230490.2",226,185,1652,440,574,215
"ENSG00000252397.1",0,0,0,0,0,50
"ENSG00000276672.1",1641,4366,1861,1780,1520,2148
"ENSG00000133119.12",3460,9014,4938,3085,2523,2611
"ENSG00000280431.1",0,232,75,75,75,276
"ENSG00000227254.1",222,517,134,150,0,372
"ENSG00000199196.1",0,0,0,0,0,0
"ENSG00000278477.1",0,0,0,0,0,0
"ENSG00000231910.1",0,51,70,70,0,0
"ENSG00000271850.1",63,155,41,0,0,73
"ENSG00000225179.1",121,148,150,51,0,74
"ENSG00000271901.1",0,39,0,0,0,73
"ENSG00000273886.1",0,1,0,0,0,0
"ENSG00000261728.1",1245,521,743,591,275,518
"ENSG00000232795.1",1796,1053,997,958,1158,1316
"ENSG00000234835.1",2583,2905,1857,1969,1505,2402
"ENSG00000180660.7",7557,8610,6815,7028,6375,10091
"ENSG00000172915.18",354147,343273,259548,291781,210545,279957
"ENSG00000236036.1",0,0,0,149,0,0
"ENSG00000133083.14",448595,501001,327866,294114,131807,267478
"ENSG00000120669.15",620,1747,514,342,537,554
"ENSG00000207203.1",0,0,0,0,0,0
"ENSG00000242715.7",2486,2454,2409,1366,570,2687
"ENSG00000250709.1",1026,1621,749,258,660,958
"ENSG00000120664.10",525,604,626,313,860,1369
"ENSG00000133104.12",115431,50815,73917,67068,81777,79859
"ENSG00000133101.9",6482,8669,3473,6216,2917,7195
"ENSG00000223383.1",0,0,0,0,0,0
"ENSG00000180440.3",26519,25138,9834,17945,3562,11150
"ENSG00000235306.2",75,150,0,0,75,196
"ENSG00000223543.1",75,150,150,139,147,148
"ENSG00000215486.5",0,0,0,0,73,70
"ENSG00000271337.1",0,146,134,14,0,149
"ENSG00000133111.3",7992,8159,8952,9708,9448,11110
"ENSG00000236711.2",325,315,353,71,299,493
"ENSG00000120693.13",41170,34085,48307,26997,31416,41242
"ENSG00000228825.1",158,41,105,62,54,74
"ENSG00000232378.1",0,0,0,0,0,0
"ENSG00000226161.1",71,74,150,150,225,0
"ENSG00000120697.8",6652,6369,9489,4881,4147,5814
"ENSG00000120699.12",7796,7722,8165,7886,7122,8770
"ENSG00000102710.19",38365,22735,31338,32103,36555,36509
"ENSG00000180138.7",1186,1339,742,576,1538,1108
"ENSG00000274549.1",148,0,0,0,74,72
"ENSG00000279511.1",820,439,596,373,371,298
"ENSG00000202395.1",0,44,147,14,0,73
"ENSG00000230283.1",26,0,74,0,0,0
"ENSG00000230390.1",0,0,0,0,0,0
"ENSG00000275226.1",0,0,0,0,0,0
"ENSG00000133110.14",1779,1320,2416,875,13537,2128
"ENSG00000199276.1",73,49,60,11,21,112
"ENSG00000133107.14",9227,17631,6077,10759,5390,13164
"ENSG00000228036.1",71,75,223,143,75,149
"ENSG00000274317.1",1244,2516,1421,1185,667,962
"ENSG00000223685.5",934,327,999,525,1153,1016
"ENSG00000120686.11",45910,37767,44665,34548,29697,36340
"ENSG00000279025.1",75,150,0,100,75,0
"ENSG00000236354.1",75,73,95,0,75,282
"ENSG00000229437.1",0,0,74,0,0,0
"ENSG00000234701.1",74,53,0,0,0,0
"ENSG00000252795.1",0,27,0,0,0,0
"ENSG00000225350.1",195,60,0,0,86,0
"ENSG00000150893.10",31336,23480,27934,10604,54258,31891
"ENSG00000225221.1",0,0,0,0,0,0
"ENSG00000235550.1",0,0,0,0,0,0
"ENSG00000133115.11",0,0,0,0,0,0
"ENSG00000120685.19",33752,28690,30331,27879,29167,35031
"ENSG00000188811.13",26226,27317,25919,20567,17736,23210
"ENSG00000214823.3",180,262,235,335,150,75
"ENSG00000273507.4",2605,1003,3426,1229,971,814
"ENSG00000183722.7",31614,43950,31815,32296,41771,38116
"ENSG00000264171.1",140,243,113,237,51,1
"ENSG00000200526.1",0,0,0,0,0,0
"ENSG00000133103.16",41832,35600,34946,34423,24904,35103
"ENSG00000224351.2",0,0,0,0,0,0
"ENSG00000270444.1",0,0,0,0,0,0
"ENSG00000212553.1",0,0,0,0,0,0
"ENSG00000230710.1",69,212,156,28,111,73
"ENSG00000271429.1",0,0,0,75,43,31
"ENSG00000207458.1",0,0,0,0,27,0
"ENSG00000252812.1",0,0,73,74,0,7
"ENSG00000215483.9",2208,2646,2660,3584,4653,4908
"ENSG00000229456.1",1466,1598,1911,1796,3948,1594
"ENSG00000150907.7",35650,31411,40672,34737,51290,51951
"ENSG00000211491.2",39,143,0,0,21,68
"ENSG00000277794.1",335,222,190,105,225,285
"ENSG00000102738.7",15604,10663,11566,11337,11677,13777
"ENSG00000102743.14",4203,4665,3287,3341,5819,4558
"ENSG00000207652.1",110,221,134,226,594,102
"ENSG00000176268.5",452,590,944,730,2044,1241
"ENSG00000168852.12",3395,3689,4310,3120,3311,3063
"ENSG00000239827.8",2601,2909,3233,2566,2839,2768
"ENSG00000229473.2",352,329,1251,1036,147,837
"ENSG00000120690.15",16985,14728,19380,18213,24699,21262
"ENSG00000120688.8",18992,24118,20022,19934,16688,17460
"ENSG00000264226.1",0,0,0,0,0,0
"ENSG00000244264.3",772,1173,726,1417,607,405
"ENSG00000165572.7",56417,73856,35809,51869,29249,49851
"ENSG00000215482.3",9583,7020,6527,6255,3611,5774
"ENSG00000120696.8",33029,32551,24378,28135,20821,26399
"ENSG00000225133.1",0,34,148,75,75,0
"ENSG00000277662.1",75,74,118,94,222,147
"ENSG00000278390.4",2732,1493,2033,1670,1907,1972
"ENSG00000120662.15",7033,4255,6893,7095,10038,8530
"ENSG00000231404.2",185,39,74,74,667,124
"ENSG00000223280.1",100,0,183,32,137,144
"ENSG00000172766.18",26657,20009,22670,22074,25335,28889
"ENSG00000214222.2",593,1591,1026,1047,221,740
"ENSG00000205240.4",75,0,0,75,0,0
"ENSG00000234655.3",74,0,0,74,0,107
"ENSG00000215480.4",224,75,664,148,0,144
"ENSG00000102760.12",65604,44264,37891,40492,77242,42087
"ENSG00000284584.1",75,140,100,57,175,266
"ENSG00000241406.3",86,173,106,75,140,114
"ENSG00000206962.1",66,15,0,68,63,0
"ENSG00000229696.1",1262,441,895,498,655,837
"ENSG00000102763.17",66250,51648,67622,46367,60651,62213
"ENSG00000278338.4",494,1005,122,218,298,508
"ENSG00000226093.1",0,0,0,0,0,0
"ENSG00000231530.1",326,489,262,373,389,358
"ENSG00000237263.1",1956,956,1549,763,962,1184
"ENSG00000270809.1",145,150,165,0,75,72
"ENSG00000234213.1",277,815,587,299,449,1001
"ENSG00000102780.16",82143,85327,77150,71652,44077,66757
"ENSG00000023516.8",572965,500611,442740,423026,282568,386813
"ENSG00000233259.4",73,216,0,117,215,72
"ENSG00000283554.1",0,0,75,0,75,75
"ENSG00000120659.14",0,0,0,0,0,0
"ENSG00000179813.6",73,0,0,438,138,150
"ENSG00000271216.1",0,0,0,0,0,0
"ENSG00000229546.1",0,0,0,0,0,0
"ENSG00000238025.1",299,75,365,442,370,338
"ENSG00000133106.14",2248,3627,3855,3023,4077,3583
"ENSG00000120675.5",56797,34555,54241,33654,30522,42926
"ENSG00000229928.1",0,0,0,0,0,0
"ENSG00000276569.1",0,0,75,0,0,0
"ENSG00000232540.1",689,367,499,409,259,1135
"ENSG00000238189.2",406,212,482,516,230,295
"ENSG00000233821.1",4307,3947,4106,4762,3871,5479
"ENSG00000120658.13",34710,21794,30468,24757,17140,25853
"ENSG00000270522.1",149,0,126,0,75,75
"ENSG00000274001.1",22,38,371,219,120,75
"ENSG00000151773.12",1913,2170,4730,2878,2679,2343
"ENSG00000179630.10",24127,9988,56046,12424,9018,17200
"ENSG00000280060.1",0,0,75,108,151,148
"ENSG00000179611.3",227968,421073,215552,212138,214284,221799
"ENSG00000281883.1",5913,2952,13195,3099,1971,3675
"ENSG00000233725.7",1684,1242,1598,1878,1120,1274
"ENSG00000226519.1",409,550,170,398,77,454
"ENSG00000235285.1",192,105,292,73,160,278
"ENSG00000139656.6",1109,562,614,257,627,730
"ENSG00000276319.1",0,0,0,0,0,42
"ENSG00000276854.1",16,72,150,0,75,150
"ENSG00000227258.5",3403,1056,1565,377,1725,1458
"ENSG00000230731.2",1341,296,296,133,745,1036
"ENSG00000277831.1",647,546,400,372,349,614
"ENSG00000151778.10",22376,25693,19433,23380,17764,21634
"ENSG00000237361.2",359,771,461,150,596,351
"ENSG00000280357.1",555,765,478,148,216,373
"ENSG00000225727.2",810,1035,895,649,986,576
"ENSG00000102804.14",537121,529862,344612,401338,428236,423728
"ENSG00000278156.1",28599,41279,25808,27850,27470,33153
"ENSG00000230793.1",3589,2024,3771,3139,6915,5048
"ENSG00000237585.1",791,174,619,496,260,525
"ENSG00000276527.1",36,0,55,0,170,121
"ENSG00000235097.1",0,0,0,0,72,143
"ENSG00000083635.7",8109,10711,8844,8812,6489,7547
"ENSG00000265802.2",946,641,1206,1432,621,1406
"ENSG00000133114.17",39829,44234,43933,33578,33873,39530
"ENSG00000223341.1",74,141,0,72,143,150
"ENSG00000223732.2",0,220,0,42,162,171
"ENSG00000271818.1",0,162,0,100,147,74
"ENSG00000277358.1",110,215,0,0,0,0
"ENSG00000180332.6",17501,14748,6868,11789,5376,8964
"ENSG00000270381.1",0,0,0,113,0,67
"ENSG00000188342.11",13994,13902,14526,9919,11854,13318
"ENSG00000253051.1",3294,1118,3045,3725,3972,4053
"ENSG00000199477.1",1606,461,649,1170,1004,1081
"ENSG00000273149.1",147779,125001,199128,117102,156757,131785
"ENSG00000133112.16",461145,268333,523931,312556,486687,380860
"ENSG00000228886.1",954,572,1348,1073,1783,1772
"ENSG00000214455.4",14193,12720,12367,13264,15023,21668
"ENSG00000170919.15",46436,40479,49678,34642,50909,61222
"ENSG00000174032.16",13400,8741,12300,12410,16595,14470
"ENSG00000251015.1",465,273,310,464,357,565
"ENSG00000229303.1",0,0,0,0,0,0
"ENSG00000136152.14",42100,38936,35674,26561,28223,33253
"ENSG00000200709.1",0,0,0,0,0,0
"ENSG00000232786.1",52,0,52,154,0,108
"ENSG00000165837.11",2362,2787,1857,1714,1445,2728
"ENSG00000228869.1",0,0,0,0,0,0
"ENSG00000237876.1",0,88,0,0,0,0
"ENSG00000235366.2",132,119,75,221,0,134
"ENSG00000174015.9",75,75,0,0,75,150
"ENSG00000274357.1",319,281,276,131,426,0
"ENSG00000215475.4",7147,12842,5626,12447,7826,16020
"ENSG00000123200.16",252056,236950,496511,171236,168275,204974
"ENSG00000080618.13",2604,1198,2325,1376,983,1972
"ENSG00000235903.7",20808,9437,22864,9017,7155,12759
"ENSG00000278937.1",17655,10178,33604,13209,9506,14265
"ENSG00000240767.3",282,295,144,0,250,156
"ENSG00000136167.13",24948,28058,26800,22744,31994,28932
"ENSG00000252854.1",0,0,75,138,75,75
"ENSG00000251106.1",123,74,0,205,149,361
"ENSG00000173988.12",2232,749,3808,1478,1370,1575
"ENSG00000261097.1",297,147,149,0,0,221
"ENSG00000223336.1",313,151,74,118,75,230
"ENSG00000252385.1",0,0,0,0,0,0
"ENSG00000241353.3",0,75,75,130,75,146
"ENSG00000102445.18",5993,8295,5627,7413,9077,10797
"ENSG00000227019.2",0,0,75,0,0,0
"ENSG00000231817.7",74,0,0,150,142,0
"ENSG00000205105.6",2771,3400,2484,2230,1349,2255
"ENSG00000277228.1",0,0,0,0,0,0
"ENSG00000230243.1",0,0,0,0,0,0
"ENSG00000278462.1",207,75,143,0,156,75
"ENSG00000136141.14",22517,20661,25262,20552,25849,30625
"ENSG00000139684.13",36170,31961,30906,28566,26369,27910
"ENSG00000224517.6",225,224,155,252,670,512
"ENSG00000102468.10",64773,56374,30387,49005,29453,45686
"ENSG00000234590.1",0,29,0,0,0,0
"ENSG00000244521.3",625,357,493,220,566,285
"ENSG00000234145.1",4349,4136,5138,3156,3420,2856
"ENSG00000229423.2",73,67,75,0,0,73
"ENSG00000228573.1",243,27,142,0,0,0
"ENSG00000234689.1",75,173,63,0,147,74
"ENSG00000260388.2",512,1562,362,872,1404,1093
"ENSG00000136143.14",47760,43514,32981,36549,23683,33547
"ENSG00000227848.1",1063,577,1220,1259,887,836
"ENSG00000276968.1",541,223,776,443,799,149
"ENSG00000136159.3",6467,7617,7169,6963,5715,6651
"ENSG00000229111.1",8194,6224,6841,4338,4217,4929
"ENSG00000136146.14",21954,18588,22158,16161,15160,17559
"ENSG00000224510.2",49,224,307,217,244,0
"ENSG00000136156.12",301616,267935,263435,239129,228696,266041
"ENSG00000231473.2",665,256,287,440,496,458
"ENSG00000238086.5",3443,4294,2757,4411,4672,5460
"ENSG00000177197.7",3387,2640,3667,2918,2955,3108
"ENSG00000277684.1",0,0,150,74,75,74
"ENSG00000277233.1",2500,2018,3638,1575,3679,2253
"ENSG00000139679.15",8787,6280,10707,7534,13166,8858
"ENSG00000139687.13",41938,28894,38806,38517,33684,41364
"ENSG00000274929.1",546,75,150,149,722,237
"ENSG00000136161.12",14841,9097,15891,10540,18201,14571
"ENSG00000233456.1",0,0,0,0,0,0
"ENSG00000233610.1",0,0,0,0,0,0
"ENSG00000152207.7",4254,1490,5487,4093,11139,3596
"ENSG00000225131.2",1936,2385,2075,1471,1256,1329
"ENSG00000275202.1",941,930,558,771,669,578
"ENSG00000201662.1",0,36,159,63,0,0
"ENSG00000223724.1",456,1256,1272,822,484,753
"ENSG00000199788.1",0,0,0,0,0,70
"ENSG00000235957.1",4085,3524,3348,2598,3704,4109
"ENSG00000102531.16",113720,73510,87545,80224,85191,100377
"ENSG00000231665.1",759,149,681,747,1335,1353
"ENSG00000102539.5",438,523,374,270,372,263
"ENSG00000274351.1",0,221,149,361,117,242
"ENSG00000102543.14",10912,10923,9438,9313,9797,10001
"ENSG00000102547.18",65082,48801,49592,61210,59740,55199
"ENSG00000236577.1",161,622,446,338,195,242
"ENSG00000136169.16",26784,28157,27694,27244,22136,28894
"ENSG00000136147.17",9774,8350,13089,10795,12882,14750
"ENSG00000136144.11",47084,42943,65605,41326,42083,47028
"ENSG00000176882.5",63,74,0,0,0,0
"ENSG00000152213.3",1124,960,1783,1186,1835,1614
"ENSG00000123179.13",5798,4502,4492,2584,1940,5273
"ENSG00000102753.9",54624,42594,41488,45511,37913,44136
"ENSG00000276436.1",0,0,0,84,75,0
"ENSG00000222148.1",0,0,0,0,0,0
"ENSG00000181358.3",223,668,742,298,297,671
"ENSG00000200064.1",21,0,0,0,13,0
"ENSG00000123178.14",26323,30245,19759,22520,13131,18066
"ENSG00000264864.1",39,0,52,54,0,28
"ENSG00000204977.9",46945,32832,38036,40498,45600,51656
"ENSG00000198553.8",9096,5166,7202,8304,8250,9133
"ENSG00000277913.1",322,59,407,124,460,85
"ENSG00000277066.1",116,132,149,50,52,53
"ENSG00000208006.1",0,0,0,0,0,0
"ENSG00000283785.1",6,0,0,0,0,0
"ENSG00000274878.1",226,49,192,129,164,263
"ENSG00000273612.1",348,129,222,34,69,189
"ENSG00000277752.1",528,373,314,188,282,377
"ENSG00000275559.1",136,127,174,202,203,477
"ENSG00000276089.1",411,314,923,391,1179,753
"ENSG00000214359.3",888,1381,775,1149,1744,1599
"ENSG00000273541.1",880,364,756,962,1013,1307
"ENSG00000231607.10",11067,7121,13463,7975,12049,11427
"ENSG00000274270.1",773,892,186,1135,1464,1031
"ENSG00000232150.3",9566,10287,11147,10035,8318,9309
"ENSG00000223676.1",0,0,0,0,0,0
"ENSG00000229323.1",0,133,92,0,34,204
"ENSG00000176124.11",6888,3685,8821,6316,8415,8872
"ENSG00000200711.1",142,113,0,264,0,75
"ENSG00000186047.9",5487,6998,6952,6827,2667,6763
"ENSG00000237152.3",1288,1378,380,1321,688,851
"ENSG00000233672.6",1806,1968,1902,1972,2312,1883
"ENSG00000136104.19",23884,19027,29095,20988,23213,14729
"ENSG00000222920.1",0,143,0,535,0,0
"ENSG00000123201.14",74,256,149,255,419,676
"ENSG00000214878.2",0,47,0,0,0,0
"ENSG00000274652.1",0,71,0,0,0,0
"ENSG00000271242.1",0,0,0,0,0,0
"ENSG00000226792.7",149,443,0,145,75,75
"ENSG00000150510.16",52221,43333,52370,42005,26174,50656
"ENSG00000266072.1",0,79,52,0,81,49
"ENSG00000253309.6",1969,4021,4034,2468,1532,3131
"ENSG00000102786.14",61765,42362,54281,53622,56068,72111
"ENSG00000224892.6",3194,1820,2019,2365,2813,3676
"ENSG00000243900.3",1788,1360,1906,534,1590,1142
"ENSG00000229906.1",0,28,0,0,0,0
"ENSG00000236778.7",7826,4277,3973,5584,9431,9377
"ENSG00000266611.1",56,0,0,0,0,0
"ENSG00000252141.1",0,0,0,0,0,0
"ENSG00000206920.1",181,0,91,127,49,149
"ENSG00000242893.3",607,71,507,432,363,660
"ENSG00000224451.2",617,364,369,275,508,631
"ENSG00000139668.8",68664,48146,68352,54717,69267,64472
"ENSG00000102796.10",6868,14078,12101,8854,8056,7974
"ENSG00000231856.2",2571,4247,3020,2007,3807,2953
"ENSG00000281106.2",4683,5807,4973,3446,5999,3896
"ENSG00000123171.6",149,700,150,289,595,740
"ENSG00000232872.2",2317,1788,2026,1952,3125,2485
"ENSG00000279677.1",74,307,197,160,436,447
"ENSG00000236044.1",961,1251,1267,958,309,1190
"ENSG00000123191.14",33964,32416,25098,26651,32946,38468
"ENSG00000253710.2",30731,22970,31573,28599,28353,27152
"ENSG00000253797.2",52579,40920,56522,46095,45395,48551
"ENSG00000197168.11",5189,6057,5670,5639,6110,5157
"ENSG00000273523.1",399,655,1115,507,612,309
"ENSG00000136098.16",10396,7723,24599,7638,8450,10635
"ENSG00000243406.6",10799,10765,13898,8620,9105,10785
"ENSG00000217576.7",9055,9135,11708,7044,6894,9272
"ENSG00000272281.6",368,593,411,224,469,581
"ENSG00000271564.1",0,74,54,0,0,0
"ENSG00000199605.1",47,73,76,0,94,0
"ENSG00000136114.15",9922,12331,8873,11555,19260,18755
"ENSG00000136100.12",53706,45228,44517,47558,35779,41315
"ENSG00000278238.1",368,671,373,518,521,969
"ENSG00000136108.14",14840,14424,13456,15576,13342,14675
"ENSG00000235660.1",54,0,42,0,80,54
"ENSG00000244471.5",32,0,75,0,0,0
"ENSG00000280296.1",148,0,147,0,0,150
"ENSG00000198384.8",319,391,170,121,169,329
"ENSG00000250299.5",4509,5854,6735,4790,3860,4534
"ENSG00000273784.4",5001,5597,6730,4589,3951,4513
"ENSG00000139675.11",15708,18652,22319,8883,11244,14676
"ENSG00000273723.1",818,514,475,557,449,650
"ENSG00000165416.14",242869,130376,171544,132589,154789,162226
"ENSG00000136110.12",1079,735,690,1775,1092,2263
"ENSG00000211579.2",0,0,0,0,0,0
"ENSG00000150276.8",0,0,0,0,0,0
"ENSG00000136099.13",60996,72578,9627,53431,44103,58461
"ENSG00000102837.6",1589,819,593,225,577,796
"ENSG00000237092.1",4,0,0,73,0,0
"ENSG00000279325.1",0,0,0,75,74,0
"ENSG00000225510.2",521,1415,150,596,222,299
"ENSG00000241613.3",0,0,0,0,0,0
"ENSG00000274316.1",593,224,148,0,949,462
"ENSG00000273919.1",565,223,150,0,1189,648
"ENSG00000261517.1",0,0,74,0,0,87
"ENSG00000271652.1",0,0,0,0,0,0
"ENSG00000234787.7",144,110,0,0,74,0
"ENSG00000283126.1",0,0,0,0,0,0
"ENSG00000136149.6",63252,75891,107807,60266,73326,67052
"ENSG00000277047.4",0,0,75,0,0,150
"ENSG00000275071.1",0,0,0,0,0,0
"ENSG00000278630.1",0,0,140,74,0,0
"ENSG00000264387.1",0,0,0,0,0,0
"ENSG00000274090.1",0,74,0,0,0,0
"ENSG00000228611.2",149,0,75,0,0,0
"ENSG00000228319.1",74,0,0,0,0,0
"ENSG00000201665.1",75,0,0,0,0,75
"ENSG00000204919.1",0,0,0,0,0,0
"ENSG00000204918.3",0,0,0,0,0,0
"ENSG00000229665.8",0,0,0,0,0,0
"ENSG00000227151.4",0,135,0,74,0,0
"ENSG00000234278.3",0,75,0,0,0,0
"ENSG00000271140.1",0,0,0,0,0,0
"ENSG00000230009.1",0,0,0,0,0,0
"ENSG00000234421.2",41,0,0,0,0,0
"ENSG00000225352.1",0,74,0,0,0,0
"ENSG00000278722.1",27455,49209,26050,18623,18782,18834
"ENSG00000118946.11",188294,270578,166804,124440,124871,113588
"ENSG00000202422.1",0,0,0,0,0,0
